Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
Context,Epidemiological,surv_Overall,Lower Bound,Grenada,GRD,2020,0.434782609
Context,Epidemiological,surv_Overall,Lower Bound,Guyana,GUY,2020,0.504638219
Context,Epidemiological,surv_Overall,Lower Bound,India,IND,2020,0.032100771
Context,Epidemiological,surv_Overall,Lower Bound,Jamaica,JAM,2020,0.472050925
Context,Epidemiological,surv_Overall,Lower Bound,Kenya,KEN,2020,0.007530058
Context,Epidemiological,surv_Overall,Lower Bound,Lesotho,LSO,2020,0.002280502
Context,Epidemiological,surv_Overall,Lower Bound,Malawi,MWI,2020,9.6024582293075e-05
Context,Epidemiological,surv_Overall,Lower Bound,Malaysia,MYS,2020,0.394866948
Context,Epidemiological,surv_Overall,Lower Bound,Maldives,MDV,2020,0.188544153
Context,Epidemiological,surv_Overall,Lower Bound,Malta,MLT,2020,0.543859649
Context,Epidemiological,surv_Overall,Lower Bound,Mauritius,MUS,2020,0.34836703
Context,Epidemiological,surv_Overall,Lower Bound,Mozambique,MOZ,2020,0.000187699
Context,Epidemiological,surv_Overall,Lower Bound,Namibia,NAM,2020,0.105597964
Context,Epidemiological,surv_Overall,Lower Bound,Nauru,NRU,2020,0
Context,Epidemiological,surv_Overall,Lower Bound,Vanuatu,VUT,2020,0
Context,Epidemiological,surv_Overall,Lower Bound,New Zealand,NZL,2020,0.589829811
Context,Epidemiological,surv_Overall,Lower Bound,Nigeria,NGA,2020,0.00583635
Context,Epidemiological,surv_Overall,Lower Bound,Pakistan,PAK,2020,0.029584479
Context,Epidemiological,surv_Overall,Lower Bound,Papua New Guinea,PNG,2020,0.001300672
Context,Epidemiological,surv_Overall,Lower Bound,Rwanda,RWA,2020,0.000148148
Context,Epidemiological,surv_Overall,Lower Bound,Saint Kitts and Nevis,KNA,2020,0.523809524
Context,Epidemiological,surv_Overall,Lower Bound,Saint Lucia,LCA,2020,0.463687151
Context,Epidemiological,surv_Overall,Lower Bound,Saint Vincent and the Grenadines,VCT,2020,0.421621622
Context,Epidemiological,surv_Overall,Lower Bound,Seychelles,SYC,2020,0.361702128
Context,Epidemiological,surv_Overall,Lower Bound,Sierra Leone,SLE,2020,0
Context,Epidemiological,surv_Overall,Lower Bound,Singapore,SGP,2020,0.446588869
Context,Epidemiological,surv_Overall,Lower Bound,South Africa,ZAF,2020,0.117306289
Context,Epidemiological,surv_Overall,Lower Bound,Eswatini,SWZ,2020,0.003488372
Context,Epidemiological,surv_Overall,Lower Bound,Togo,TGO,2020,0
Context,Epidemiological,surv_Overall,Lower Bound,Tonga,TON,2020,0.018691589
Context,Epidemiological,surv_Overall,Lower Bound,Trinidad and Tobago,TTO,2020,0.578100471
Context,Epidemiological,surv_Overall,Lower Bound,Tuvalu,TUV,2020,0
Context,Epidemiological,surv_Overall,Lower Bound,Uganda,UGA,2020,0.000266223
Context,Epidemiological,surv_Overall,Lower Bound,United Kingdom,GBR,2020,0.550582853
Context,Epidemiological,surv_Overall,Lower Bound,United Republic of Tanzania,TZA,2020,0.000278607
Context,Epidemiological,surv_Overall,Lower Bound,Samoa,WSM,2020,0.013605442
Context,Epidemiological,surv_Overall,Lower Bound,Zambia,ZMB,2020,0.034066928
Context,Epidemiological,surv_Overall,Mean,Antigua and Barbuda,ATG,2020,0.635294506
Context,Epidemiological,surv_Overall,Mean,Australia,AUS,2020,0.618986129
Context,Epidemiological,surv_Overall,Mean,Bahamas,BHS,2020,0.661041594
Context,Epidemiological,surv_Overall,Mean,Bangladesh,BGD,2020,0.122213301
Context,Epidemiological,surv_Overall,Mean,Barbados,BRB,2020,0.631284881
Context,Epidemiological,surv_Overall,Mean,Botswana,BWA,2020,0.229729281
Context,Epidemiological,surv_Overall,Mean,Belize,BLZ,2020,0.484465596
Context,Epidemiological,surv_Overall,Mean,Solomon Islands,SLB,2020,0.118207857
Context,Epidemiological,surv_Overall,Mean,Brunei Darussalam,BRN,2020,0.510477441
Context,Epidemiological,surv_Overall,Mean,Cameroon,CMR,2020,0.125307878
Context,Epidemiological,surv_Overall,Mean,Canada,CAN,2020,0.626136699
Context,Epidemiological,surv_Overall,Mean,Sri Lanka,LKA,2020,0.197755103
Context,Epidemiological,surv_Overall,Mean,Cyprus,CYP,2020,0.648488732
Context,Epidemiological,surv_Overall,Mean,Dominica,DMA,2020,0.550436096
Context,Epidemiological,surv_Overall,Mean,Fiji,FJI,2020,0.267521915
Context,Epidemiological,surv_Overall,Mean,Gabon,GAB,2020,0.294823542
Context,Epidemiological,surv_Overall,Mean,Gambia,GMB,2020,0.021193498
Context,Epidemiological,surv_Overall,Mean,Ghana,GHA,2020,0.13805132
Context,Epidemiological,surv_Overall,Mean,Kiribati,KIR,2020,0.149504951
Context,Epidemiological,surv_Overall,Mean,Grenada,GRD,2020,0.541596241
Context,Epidemiological,surv_Overall,Mean,Guyana,GUY,2020,0.582910407
Context,Epidemiological,surv_Overall,Mean,India,IND,2020,0.196107276
Context,Epidemiological,surv_Overall,Mean,Jamaica,JAM,2020,0.559130718
Context,Epidemiological,surv_Overall,Mean,Kenya,KEN,2020,0.173506663
Context,Epidemiological,surv_Overall,Mean,Lesotho,LSO,2020,0.092463124
Context,Epidemiological,surv_Overall,Mean,Malawi,MWI,2020,0.042432304
Context,Epidemiological,surv_Overall,Mean,Malaysia,MYS,2020,0.456176678
Context,Epidemiological,surv_Overall,Mean,Maldives,MDV,2020,0.415224687
Context,Epidemiological,surv_Overall,Mean,Malta,MLT,2020,0.582266131
Context,Epidemiological,surv_Overall,Mean,Mauritius,MUS,2020,0.470971745
Context,Epidemiological,surv_Overall,Mean,Mozambique,MOZ,2020,0.043612553
Context,Epidemiological,surv_Overall,Mean,Namibia,NAM,2020,0.266261544
Context,Epidemiological,surv_Overall,Mean,Nauru,NRU,2020,0.325526973
Context,Epidemiological,surv_Overall,Mean,Vanuatu,VUT,2020,0.111566226
Context,Epidemiological,surv_Overall,Mean,New Zealand,NZL,2020,0.635370347
Context,Epidemiological,surv_Overall,Mean,Nigeria,NGA,2020,0.165454587
Context,Epidemiological,surv_Overall,Mean,Pakistan,PAK,2020,0.166398047
Context,Epidemiological,surv_Overall,Mean,Papua New Guinea,PNG,2020,0.113080332
Context,Epidemiological,surv_Overall,Mean,Rwanda,RWA,2020,0.042077944
Context,Epidemiological,surv_Overall,Mean,Saint Kitts and Nevis,KNA,2020,0.644609422
Context,Epidemiological,surv_Overall,Mean,Saint Lucia,LCA,2020,0.568538999
Context,Epidemiological,surv_Overall,Mean,Saint Vincent and the Grenadines,VCT,2020,0.524861247
Context,Epidemiological,surv_Overall,Mean,Seychelles,SYC,2020,0.522482283
Context,Epidemiological,surv_Overall,Mean,Sierra Leone,SLE,2020,0.023164107
Context,Epidemiological,surv_Overall,Mean,Singapore,SGP,2020,0.50837881
Context,Epidemiological,surv_Overall,Mean,South Africa,ZAF,2020,0.255099804
Context,Epidemiological,surv_Overall,Mean,Eswatini,SWZ,2020,0.110377028
Context,Epidemiological,surv_Overall,Mean,Togo,TGO,2020,0.026546
Context,Epidemiological,surv_Overall,Mean,Tonga,TON,2020,0.222151906
Context,Epidemiological,surv_Overall,Mean,Trinidad and Tobago,TTO,2020,0.655082037
Context,Epidemiological,surv_Overall,Mean,Tuvalu,TUV,2020,0.230199495
Context,Epidemiological,surv_Overall,Mean,Uganda,UGA,2020,0.045400785
Context,Epidemiological,surv_Overall,Mean,United Kingdom,GBR,2020,0.564348635
Context,Epidemiological,surv_Overall,Mean,United Republic of Tanzania,TZA,2020,0.056957149
Context,Epidemiological,surv_Overall,Mean,Samoa,WSM,2020,0.221197399
Context,Epidemiological,surv_Overall,Mean,Zambia,ZMB,2020,0.200697998
Context,Epidemiological,surv_Overall,Upper Bound,Antigua and Barbuda,ATG,2020,0.730769231
Context,Epidemiological,surv_Overall,Upper Bound,Australia,AUS,2020,0.652906355
Context,Epidemiological,surv_Overall,Upper Bound,Bahamas,BHS,2020,0.766884532
Context,Epidemiological,surv_Overall,Upper Bound,Bangladesh,BGD,2020,0.261170384
Context,Epidemiological,surv_Overall,Upper Bound,Barbados,BRB,2020,0.732540862
Context,Epidemiological,surv_Overall,Upper Bound,Botswana,BWA,2020,0.467898833
Context,Epidemiological,surv_Overall,Upper Bound,Belize,BLZ,2020,0.636363636
Context,Epidemiological,surv_Overall,Upper Bound,Solomon Islands,SLB,2020,0.361607143
Context,Epidemiological,surv_Overall,Upper Bound,Brunei Darussalam,BRN,2020,0.593277311
Context,Epidemiological,surv_Overall,Upper Bound,Cameroon,CMR,2020,0.32174429
Context,Epidemiological,surv_Overall,Upper Bound,Canada,CAN,2020,0.644539103
Context,Epidemiological,surv_Overall,Upper Bound,Sri Lanka,LKA,2020,0.393406593
Context,Epidemiological,surv_Overall,Upper Bound,Cyprus,CYP,2020,0.68649635
Context,Epidemiological,surv_Overall,Upper Bound,Dominica,DMA,2020,0.663043478
Context,Epidemiological,surv_Overall,Upper Bound,Fiji,FJI,2020,0.574683544
Context,Epidemiological,surv_Overall,Upper Bound,Gabon,GAB,2020,0.511870845
Context,Epidemiological,surv_Overall,Upper Bound,Gambia,GMB,2020,0.097909791
Context,Epidemiological,surv_Overall,Upper Bound,Ghana,GHA,2020,0.269392964
Context,Epidemiological,surv_Overall,Upper Bound,Kiribati,KIR,2020,0.394736842
Context,Epidemiological,surv_Overall,Upper Bound,Grenada,GRD,2020,0.63963964
Context,Epidemiological,surv_Overall,Upper Bound,Guyana,GUY,2020,0.661666667
Context,Epidemiological,surv_Overall,Upper Bound,India,IND,2020,0.361408096
Context,Epidemiological,surv_Overall,Upper Bound,Jamaica,JAM,2020,0.634191664
Context,Epidemiological,surv_Overall,Upper Bound,Kenya,KEN,2020,0.343449765
Context,Epidemiological,surv_Overall,Upper Bound,Lesotho,LSO,2020,0.229665072
Context,Epidemiological,surv_Overall,Upper Bound,Malawi,MWI,2020,0.156832537
Context,Epidemiological,surv_Overall,Upper Bound,Malaysia,MYS,2020,0.508514596
Context,Epidemiological,surv_Overall,Upper Bound,Maldives,MDV,2020,0.580110497
Context,Epidemiological,surv_Overall,Upper Bound,Malta,MLT,2020,0.625439625
Context,Epidemiological,surv_Overall,Upper Bound,Mauritius,MUS,2020,0.573854864
Context,Epidemiological,surv_Overall,Upper Bound,Mozambique,MOZ,2020,0.180778919
Context,Epidemiological,surv_Overall,Upper Bound,Namibia,NAM,2020,0.520700637
Context,Epidemiological,surv_Overall,Upper Bound,Nauru,NRU,2020,0.75
Context,Epidemiological,surv_Overall,Upper Bound,Vanuatu,VUT,2020,0.361702128
Context,Epidemiological,surv_Overall,Upper Bound,New Zealand,NZL,2020,0.671964902
Context,Epidemiological,surv_Overall,Upper Bound,Nigeria,NGA,2020,0.342432567
Context,Epidemiological,surv_Overall,Upper Bound,Pakistan,PAK,2020,0.339706485
Context,Epidemiological,surv_Overall,Upper Bound,Papua New Guinea,PNG,2020,0.339848308
Context,Epidemiological,surv_Overall,Upper Bound,Rwanda,RWA,2020,0.165296226
Context,Epidemiological,surv_Overall,Upper Bound,Saint Kitts and Nevis,KNA,2020,0.761363636
Context,Epidemiological,surv_Overall,Upper Bound,Saint Lucia,LCA,2020,0.689393939
Context,Epidemiological,surv_Overall,Upper Bound,Saint Vincent and the Grenadines,VCT,2020,0.640522876
Context,Epidemiological,surv_Overall,Upper Bound,Seychelles,SYC,2020,0.661538462
Context,Epidemiological,surv_Overall,Upper Bound,Sierra Leone,SLE,2020,0.101274093
Context,Epidemiological,surv_Overall,Upper Bound,Singapore,SGP,2020,0.563423436
Context,Epidemiological,surv_Overall,Upper Bound,South Africa,ZAF,2020,0.451564108
Context,Epidemiological,surv_Overall,Upper Bound,Eswatini,SWZ,2020,0.292286874
Context,Epidemiological,surv_Overall,Upper Bound,Togo,TGO,2020,0.112095142
Context,Epidemiological,surv_Overall,Upper Bound,Tonga,TON,2020,0.465346535
Context,Epidemiological,surv_Overall,Upper Bound,Trinidad and Tobago,TTO,2020,0.733333333
Context,Epidemiological,surv_Overall,Upper Bound,Tuvalu,TUV,2020,0.586206897
Context,Epidemiological,surv_Overall,Upper Bound,Uganda,UGA,2020,0.187341187
Context,Epidemiological,surv_Overall,Upper Bound,United Kingdom,GBR,2020,0.581598999
Context,Epidemiological,surv_Overall,Upper Bound,United Republic of Tanzania,TZA,2020,0.247675765
Context,Epidemiological,surv_Overall,Upper Bound,Samoa,WSM,2020,0.467336683
Context,Epidemiological,surv_Overall,Upper Bound,Zambia,ZMB,2020,0.413066263
Context,Epidemiological,dx_Overall,Lower Bound,Antigua and Barbuda,ATG,2020,125
Context,Epidemiological,dx_Overall,Lower Bound,Australia,AUS,2020,70988
Context,Epidemiological,dx_Overall,Lower Bound,Bahamas,BHS,2020,369
Context,Epidemiological,dx_Overall,Lower Bound,Bangladesh,BGD,2020,48488
Context,Epidemiological,dx_Overall,Lower Bound,Barbados,BRB,2020,431
Context,Epidemiological,dx_Overall,Lower Bound,Botswana,BWA,2020,716
Context,Epidemiological,dx_Overall,Lower Bound,Belize,BLZ,2020,134
Context,Epidemiological,dx_Overall,Lower Bound,Solomon Islands,SLB,2020,158
Context,Epidemiological,dx_Overall,Lower Bound,Brunei Darussalam,BRN,2020,395
Context,Epidemiological,dx_Overall,Lower Bound,Cameroon,CMR,2020,8252
Context,Epidemiological,dx_Overall,Lower Bound,Canada,CAN,2020,115215
Context,Epidemiological,dx_Overall,Lower Bound,Sri Lanka,LKA,2020,12109
Context,Epidemiological,dx_Overall,Lower Bound,Cyprus,CYP,2020,2409
Context,Epidemiological,dx_Overall,Lower Bound,Dominica,DMA,2020,93
Context,Epidemiological,dx_Overall,Lower Bound,Fiji,FJI,2020,791
Context,Epidemiological,dx_Overall,Lower Bound,Gabon,GAB,2020,592
Context,Epidemiological,dx_Overall,Lower Bound,Gambia,GMB,2020,567
Context,Epidemiological,dx_Overall,Lower Bound,Ghana,GHA,2020,10525
