Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Zambia,ZMB,,0.036260376
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Commonwealth,,,1552716
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Lower-middle income,,,916527
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Upper-middle income,,,101112
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Carribean and Americas,,,125266
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Pacific,,,92406
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Asia,,,788820
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Africa,,,265253
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Europe,,,242492
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Antigua and Barbuda,ATG,,125
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Australia,AUS,,70988
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Bahamas,BHS,,369
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Bangladesh,BGD,,48488
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Barbados,BRB,,431
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Botswana,BWA,,716
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Belize,BLZ,,134
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Solomon Islands,SLB,,158
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Brunei Darussalam,BRN,,395
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Cameroon,CMR,,8252
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Canada,CAN,,115215
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Sri Lanka,LKA,,12109
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Cyprus,CYP,,2409
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Dominica,DMA,,93
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Fiji,FJI,,791
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Gabon,GAB,,592
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Gambia,GMB,,567
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Ghana,GHA,,10525
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Kiribati,KIR,,80
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Grenada,GRD,,161
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Guyana,GUY,,400
Outputs,Personal healthcare services,dx_Overall,Lower Bound,India,IND,,594897
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Jamaica,JAM,,3270
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Kenya,KEN,,19620
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Lesotho,LSO,,719
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Malawi,MWI,,6447
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Malaysia,MYS,,26338
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Maldives,MDV,,186
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Malta,MLT,,1060
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Mauritius,MUS,,1397
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Mozambique,MOZ,,9379
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Namibia,NAM,,1360
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Nauru,NRU,,3
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Vanuatu,VUT,,28
Outputs,Personal healthcare services,dx_Overall,Lower Bound,New Zealand,NZL,,12930
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Nigeria,NGA,,60614
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Pakistan,PAK,,58817
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Papua New Guinea,PNG,,2361
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Rwanda,RWA,,3385
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Saint Kitts and Nevis,KNA,,61
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Saint Lucia,LCA,,142
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Saint Vincent and the Grenadines,VCT,,152
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Seychelles,SYC,,66
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Sierra Leone,SLE,,2713
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Singapore,SGP,,12704
Outputs,Personal healthcare services,dx_Overall,Lower Bound,South Africa,ZAF,,60751
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Eswatini,SWZ,,523
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Togo,TGO,,1830
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Tonga,TON,,79
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Trinidad and Tobago,TTO,,1999
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Tuvalu,TUV,,6
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Uganda,UGA,,13027
Outputs,Personal healthcare services,dx_Overall,Lower Bound,United Kingdom,GBR,,237824
Outputs,Personal healthcare services,dx_Overall,Lower Bound,United Republic of Tanzania,TZA,,22698
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Samoa,WSM,,135
Outputs,Personal healthcare services,dx_Overall,Lower Bound,Zambia,ZMB,,5482
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Commonwealth,,,114818
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Lower-middle income,,,91346
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Upper-middle income,,,3707
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Carribean and Americas,,,2204
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Pacific,,,1842
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Asia,,,83567
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Africa,,,14855
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Europe,,,9274
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Antigua and Barbuda,ATG,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Australia,AUS,,1304
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Bahamas,BHS,,2
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Bangladesh,BGD,,11825
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Barbados,BRB,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Botswana,BWA,,65
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Belize,BLZ,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Solomon Islands,SLB,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Brunei Darussalam,BRN,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Cameroon,CMR,,44
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Canada,CAN,,2058
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Sri Lanka,LKA,,1643
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Cyprus,CYP,,7
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Dominica,DMA,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Fiji,FJI,,11
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Gabon,GAB,,3
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Gambia,GMB,,6
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Ghana,GHA,,45
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Kiribati,KIR,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Grenada,GRD,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Guyana,GUY,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,India,IND,,57194
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Jamaica,JAM,,33
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Kenya,KEN,,2266
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Lesotho,LSO,,41
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Malawi,MWI,,1170
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Malaysia,MYS,,311
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Maldives,MDV,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Malta,MLT,,10
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Mauritius,MUS,,28
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Mozambique,MOZ,,1008
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Namibia,NAM,,23
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Nauru,NRU,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Vanuatu,VUT,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,New Zealand,NZL,,244
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Nigeria,NGA,,170
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Pakistan,PAK,,6820
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Papua New Guinea,PNG,,94
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Rwanda,RWA,,56
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Saint Kitts and Nevis,KNA,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Saint Lucia,LCA,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Saint Vincent and the Grenadines,VCT,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Seychelles,SYC,,3
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Sierra Leone,SLE,,38
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Singapore,SGP,,149
Outputs,Personal healthcare services,dxCases_0,Lower Bound,South Africa,ZAF,,3003
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Eswatini,SWZ,,5
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Togo,TGO,,89
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Tonga,TON,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Trinidad and Tobago,TTO,,11
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Tuvalu,TUV,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Uganda,UGA,,1371
Outputs,Personal healthcare services,dxCases_0,Lower Bound,United Kingdom,GBR,,9234
Outputs,Personal healthcare services,dxCases_0,Lower Bound,United Republic of Tanzania,TZA,,2245
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Samoa,WSM,,0
Outputs,Personal healthcare services,dxCases_0,Lower Bound,Zambia,ZMB,,291
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Commonwealth,,,94600
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Lower-middle income,,,75478
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Upper-middle income,,,3402
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Carribean and Americas,,,3431
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Pacific,,,2767
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Asia,,,69917
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Africa,,,9760
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Europe,,,6057
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Antigua and Barbuda,ATG,,3
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Australia,AUS,,1954
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Bahamas,BHS,,11
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Bangladesh,BGD,,5136
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Barbados,BRB,,10
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Botswana,BWA,,9
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Belize,BLZ,,4
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Solomon Islands,SLB,,3
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Brunei Darussalam,BRN,,28
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Cameroon,CMR,,206
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Canada,CAN,,3003
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Sri Lanka,LKA,,649
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Cyprus,CYP,,82
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Dominica,DMA,,2
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Fiji,FJI,,19
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Gabon,GAB,,7
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Gambia,GMB,,8
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Ghana,GHA,,363
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Kiribati,KIR,,2
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Grenada,GRD,,5
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Guyana,GUY,,10
Outputs,Personal healthcare services,dxCases_1,Lower Bound,India,IND,,54353
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Jamaica,JAM,,107
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Kenya,KEN,,1278
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Lesotho,LSO,,5
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Malawi,MWI,,110
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Malaysia,MYS,,1241
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Maldives,MDV,,0
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Malta,MLT,,44
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Mauritius,MUS,,85
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Mozambique,MOZ,,38
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Namibia,NAM,,20
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Nauru,NRU,,0
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Vanuatu,VUT,,0
Outputs,Personal healthcare services,dxCases_1,Lower Bound,New Zealand,NZL,,285
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Nigeria,NGA,,1600
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Pakistan,PAK,,4339
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Papua New Guinea,PNG,,215
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Rwanda,RWA,,310
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Saint Kitts and Nevis,KNA,,1
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Saint Lucia,LCA,,8
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Saint Vincent and the Grenadines,VCT,,4
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Seychelles,SYC,,1
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Sierra Leone,SLE,,179
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Singapore,SGP,,605
Outputs,Personal healthcare services,dxCases_1,Lower Bound,South Africa,ZAF,,1518
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Eswatini,SWZ,,3
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Togo,TGO,,138
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Tonga,TON,,3
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Trinidad and Tobago,TTO,,47
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Tuvalu,TUV,,0
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Uganda,UGA,,305
Outputs,Personal healthcare services,dxCases_1,Lower Bound,United Kingdom,GBR,,5879
Outputs,Personal healthcare services,dxCases_1,Lower Bound,United Republic of Tanzania,TZA,,804
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Samoa,WSM,,7
Outputs,Personal healthcare services,dxCases_1,Lower Bound,Zambia,ZMB,,143
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Commonwealth,,,115006
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Lower-middle income,,,42527
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Upper-middle income,,,7934
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Carribean and Americas,,,15034
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Pacific,,,12363
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Asia,,,41489
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Africa,,,10759
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Europe,,,31534
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Antigua and Barbuda,ATG,,9
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Australia,AUS,,9905
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Bahamas,BHS,,23
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Bangladesh,BGD,,1598
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Barbados,BRB,,52
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Botswana,BWA,,16
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Belize,BLZ,,6
Outputs,Personal healthcare services,dxCases_2,Lower Bound,Solomon Islands,SLB,,3
