Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
Outputs,Personal healthcare services,deaths,Mean,Bahamas,BHS,2020,226.107
Outputs,Personal healthcare services,deaths,Mean,Bangladesh,BGD,2020,66265.597
Outputs,Personal healthcare services,deaths,Mean,Barbados,BRB,2020,288.861
Outputs,Personal healthcare services,deaths,Mean,Botswana,BWA,2020,796.929
Outputs,Personal healthcare services,deaths,Mean,Belize,BLZ,2020,152.717
Outputs,Personal healthcare services,deaths,Mean,Solomon Islands,SLB,2020,441.915
Outputs,Personal healthcare services,deaths,Mean,Brunei Darussalam,BRN,2020,305.237
Outputs,Personal healthcare services,deaths,Mean,Cameroon,CMR,2020,10557.564
Outputs,Personal healthcare services,deaths,Mean,Canada,CAN,2020,45631.144
Outputs,Personal healthcare services,deaths,Mean,Sri Lanka,LKA,2020,10520.161
Outputs,Personal healthcare services,deaths,Mean,Cyprus,CYP,2020,1115.564
Outputs,Personal healthcare services,deaths,Mean,Dominica,DMA,2020,52.994
Outputs,Personal healthcare services,deaths,Mean,Fiji,FJI,2020,652.094
Outputs,Personal healthcare services,deaths,Mean,Gabon,GAB,2020,862.769
Outputs,Personal healthcare services,deaths,Mean,Gambia,GMB,2020,933.297
Outputs,Personal healthcare services,deaths,Mean,Ghana,GHA,2020,14141.956
Outputs,Personal healthcare services,deaths,Mean,Kiribati,KIR,2020,90.581
Outputs,Personal healthcare services,deaths,Mean,Grenada,GRD,2020,91.111
Outputs,Personal healthcare services,deaths,Mean,Guyana,GUY,2020,323.733
Outputs,Personal healthcare services,deaths,Mean,India,IND,2020,496135.382
Outputs,Personal healthcare services,deaths,Mean,Jamaica,JAM,2020,1819.297
Outputs,Personal healthcare services,deaths,Mean,Kenya,KEN,2020,19881.9
Outputs,Personal healthcare services,deaths,Mean,Lesotho,LSO,2020,1121.405
Outputs,Personal healthcare services,deaths,Mean,Malawi,MWI,2020,9347.772
Outputs,Personal healthcare services,deaths,Mean,Malaysia,MYS,2020,15233.655
Outputs,Personal healthcare services,deaths,Mean,Maldives,MDV,2020,171.096
Outputs,Personal healthcare services,deaths,Mean,Malta,MLT,2020,669.94
Outputs,Personal healthcare services,deaths,Mean,Mauritius,MUS,2020,976.844
Outputs,Personal healthcare services,deaths,Mean,Mozambique,MOZ,2020,12115.53
Outputs,Personal healthcare services,deaths,Mean,Namibia,NAM,2020,1186.716
Outputs,Personal healthcare services,deaths,Mean,Nauru,NRU,2020,5.337
Outputs,Personal healthcare services,deaths,Mean,Vanuatu,VUT,2020,230.006
Outputs,Personal healthcare services,deaths,Mean,New Zealand,NZL,2020,5437.714
Outputs,Personal healthcare services,deaths,Mean,Nigeria,NGA,2020,61705.596
Outputs,Personal healthcare services,deaths,Mean,Pakistan,PAK,2020,60713.594
Outputs,Personal healthcare services,deaths,Mean,Papua New Guinea,PNG,2020,7623.741
Outputs,Personal healthcare services,deaths,Mean,Rwanda,RWA,2020,5315.385
Outputs,Personal healthcare services,deaths,Mean,Saint Kitts and Nevis,KNA,2020,28.781
Outputs,Personal healthcare services,deaths,Mean,Saint Lucia,LCA,2020,141.449
Outputs,Personal healthcare services,deaths,Mean,Saint Vincent and the Grenadines,VCT,2020,90.625
Outputs,Personal healthcare services,deaths,Mean,Seychelles,SYC,2020,48.539
Outputs,Personal healthcare services,deaths,Mean,Sierra Leone,SLE,2020,2987.774
Outputs,Personal healthcare services,deaths,Mean,Singapore,SGP,2020,7082.791
Outputs,Personal healthcare services,deaths,Mean,South Africa,ZAF,2020,45939.54
Outputs,Personal healthcare services,deaths,Mean,Eswatini,SWZ,2020,612.175
Outputs,Personal healthcare services,deaths,Mean,Togo,TGO,2020,3201.13
Outputs,Personal healthcare services,deaths,Mean,Tonga,TON,2020,117.134
Outputs,Personal healthcare services,deaths,Mean,Trinidad and Tobago,TTO,2020,915.308
Outputs,Personal healthcare services,deaths,Mean,Tuvalu,TUV,2020,12.88
Outputs,Personal healthcare services,deaths,Mean,Uganda,UGA,2020,14947.028
Outputs,Personal healthcare services,deaths,Mean,United Kingdom,GBR,2020,107275.881
Outputs,Personal healthcare services,deaths,Mean,Samoa,WSM,2020,202.927
Outputs,Personal healthcare services,deaths,Mean,Zambia,ZMB,2020,5633.033
Outputs,Personal healthcare services,deaths,Upper Bound,Antigua and Barbuda,ATG,2020,80.0
Outputs,Personal healthcare services,deaths,Upper Bound,Australia,AUS,2020,32277.0
Outputs,Personal healthcare services,deaths,Upper Bound,Bahamas,BHS,2020,441.0
Outputs,Personal healthcare services,deaths,Upper Bound,Bangladesh,BGD,2020,101039.0
Outputs,Personal healthcare services,deaths,Upper Bound,Barbados,BRB,2020,500.0
Outputs,Personal healthcare services,deaths,Upper Bound,Botswana,BWA,2020,1253.0
Outputs,Personal healthcare services,deaths,Upper Bound,Belize,BLZ,2020,333.0
Outputs,Personal healthcare services,deaths,Upper Bound,Solomon Islands,SLB,2020,1115.0
Outputs,Personal healthcare services,deaths,Upper Bound,Brunei Darussalam,BRN,2020,493.0
Outputs,Personal healthcare services,deaths,Upper Bound,Cameroon,CMR,2020,17128.0
Outputs,Personal healthcare services,deaths,Upper Bound,Canada,CAN,2020,49342.0
Outputs,Personal healthcare services,deaths,Upper Bound,Sri Lanka,LKA,2020,13005.0
Outputs,Personal healthcare services,deaths,Upper Bound,Cyprus,CYP,2020,1544.0
Outputs,Personal healthcare services,deaths,Upper Bound,Dominica,DMA,2020,72.0
Outputs,Personal healthcare services,deaths,Upper Bound,Fiji,FJI,2020,895.0
Outputs,Personal healthcare services,deaths,Upper Bound,Gabon,GAB,2020,1829.0
Outputs,Personal healthcare services,deaths,Upper Bound,Gambia,GMB,2020,1629.0
Outputs,Personal healthcare services,deaths,Upper Bound,Ghana,GHA,2020,22979.0
Outputs,Personal healthcare services,deaths,Upper Bound,Kiribati,KIR,2020,129.0
Outputs,Personal healthcare services,deaths,Upper Bound,Grenada,GRD,2020,122.0
Outputs,Personal healthcare services,deaths,Upper Bound,Guyana,GUY,2020,632.0
Outputs,Personal healthcare services,deaths,Upper Bound,India,IND,2020,618112.0
Outputs,Personal healthcare services,deaths,Upper Bound,Jamaica,JAM,2020,2503.0
Outputs,Personal healthcare services,deaths,Upper Bound,Kenya,KEN,2020,26724.0
Outputs,Personal healthcare services,deaths,Upper Bound,Lesotho,LSO,2020,1947.0
Outputs,Personal healthcare services,deaths,Upper Bound,Malawi,MWI,2020,15077.0
Outputs,Personal healthcare services,deaths,Upper Bound,Malaysia,MYS,2020,17315.0
Outputs,Personal healthcare services,deaths,Upper Bound,Maldives,MDV,2020,278.0
Outputs,Personal healthcare services,deaths,Upper Bound,Malta,MLT,2020,971.0
Outputs,Personal healthcare services,deaths,Upper Bound,Mauritius,MUS,2020,1437.0
Outputs,Personal healthcare services,deaths,Upper Bound,Mozambique,MOZ,2020,16640.0
Outputs,Personal healthcare services,deaths,Upper Bound,Namibia,NAM,2020,1641.0
Outputs,Personal healthcare services,deaths,Upper Bound,Nauru,NRU,2020,12.0
Outputs,Personal healthcare services,deaths,Upper Bound,Vanuatu,VUT,2020,803.0
Outputs,Personal healthcare services,deaths,Upper Bound,New Zealand,NZL,2020,6729.0
Outputs,Personal healthcare services,deaths,Upper Bound,Nigeria,NGA,2020,83248.0
Outputs,Personal healthcare services,deaths,Upper Bound,Pakistan,PAK,2020,78796.0
Outputs,Personal healthcare services,deaths,Upper Bound,Papua New Guinea,PNG,2020,19370.0
Outputs,Personal healthcare services,deaths,Upper Bound,Rwanda,RWA,2020,8587.0
Outputs,Personal healthcare services,deaths,Upper Bound,Saint Kitts and Nevis,KNA,2020,43.0
Outputs,Personal healthcare services,deaths,Upper Bound,Saint Lucia,LCA,2020,300.0
Outputs,Personal healthcare services,deaths,Upper Bound,Saint Vincent and the Grenadines,VCT,2020,122.0
Outputs,Personal healthcare services,deaths,Upper Bound,Seychelles,SYC,2020,81.0
Outputs,Personal healthcare services,deaths,Upper Bound,Sierra Leone,SLE,2020,3418.0
Outputs,Personal healthcare services,deaths,Upper Bound,Singapore,SGP,2020,8600.0
Outputs,Personal healthcare services,deaths,Upper Bound,South Africa,ZAF,2020,56776.0
Outputs,Personal healthcare services,deaths,Upper Bound,Eswatini,SWZ,2020,857.0
Outputs,Personal healthcare services,deaths,Upper Bound,Togo,TGO,2020,5865.0
Outputs,Personal healthcare services,deaths,Upper Bound,Tonga,TON,2020,218.0
Outputs,Personal healthcare services,deaths,Upper Bound,Trinidad and Tobago,TTO,2020,1373.0
Outputs,Personal healthcare services,deaths,Upper Bound,Tuvalu,TUV,2020,26.0
Outputs,Personal healthcare services,deaths,Upper Bound,Uganda,UGA,2020,18683.0
Outputs,Personal healthcare services,deaths,Upper Bound,United Kingdom,GBR,2020,112881.0
Outputs,Personal healthcare services,deaths,Upper Bound,Samoa,WSM,2020,395.0
Outputs,Personal healthcare services,deaths,Upper Bound,Zambia,ZMB,2020,8129.0
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Antigua and Barbuda,ATG,2020,0.532374100719424
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Australia,AUS,2020,0.577736130951601
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Bahamas,BHS,2020,0.556733828207847
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Bangladesh,BGD,2020,0.02317429406037
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Barbados,BRB,2020,0.55009633911368
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Botswana,BWA,2020,0.0829059829059829
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Belize,BLZ,2020,0.254424778761062
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Solomon Islands,SLB,2020,0.0
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Brunei Darussalam,BRN,2020,0.433395872420263
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Cameroon,CMR,2020,0.0027821939586645
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Canada,CAN,2020,0.610736493900985
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Sri Lanka,LKA,2020,0.039205030665321
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Cyprus,CYP,2020,0.598500340831629
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Dominica,DMA,2020,0.443548387096774
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Fiji,FJI,2020,0.0453539823008849
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Gabon,GAB,2020,0.121022727272727
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Gambia,GMB,2020,0.0
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Ghana,GHA,2020,0.0021053370293694
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Kiribati,KIR,2020,0.0
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Grenada,GRD,2020,0.437837837837838
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Guyana,GUY,2020,0.510077519379845
Outputs,Personal healthcare services,surv_Overall,Lower Bound,India,IND,2020,0.0327455450900281
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Jamaica,JAM,2020,0.472050925004973
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Kenya,KEN,2020,0.0075763917957304
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Lesotho,LSO,2020,0.0023781212841854
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Malawi,MWI,2020,0.0001278281989006
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Malaysia,MYS,2020,0.39895719738277
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Maldives,MDV,2020,0.190594059405941
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Malta,MLT,2020,0.543872371283539
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Mauritius,MUS,2020,0.35
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Mozambique,MOZ,2020,0.0002016264533907
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Namibia,NAM,2020,0.111051212938005
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Nauru,NRU,2020,0.0
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Vanuatu,VUT,2020,0.0
Outputs,Personal healthcare services,surv_Overall,Lower Bound,New Zealand,NZL,2020,0.589829810595663
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Nigeria,NGA,2020,0.0058750016104719
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Pakistan,PAK,2020,0.0323836987686239
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Papua New Guinea,PNG,2020,0.0013006720138738
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Rwanda,RWA,2020,0.0001774937877174
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Saint Kitts and Nevis,KNA,2020,0.523809523809524
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Saint Lucia,LCA,2020,0.467661691542289
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Saint Vincent and the Grenadines,VCT,2020,0.424418604651163
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Seychelles,SYC,2020,0.363636363636364
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Sierra Leone,SLE,2020,0.0
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Singapore,SGP,2020,0.449653115476885
Outputs,Personal healthcare services,surv_Overall,Lower Bound,South Africa,ZAF,2020,0.117446068305714
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Eswatini,SWZ,2020,0.0035335689045936
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Togo,TGO,2020,0.0
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Tonga,TON,2020,0.0186915887850467
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Trinidad and Tobago,TTO,2020,0.578192875760209
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Tuvalu,TUV,2020,0.0
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Uganda,UGA,2020,0.0002941609060156
Outputs,Personal healthcare services,surv_Overall,Lower Bound,United Kingdom,GBR,2020,0.550582853474047
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Samoa,WSM,2020,0.0136054421768708
Outputs,Personal healthcare services,surv_Overall,Lower Bound,Zambia,ZMB,2020,0.0363974495217854
Outputs,Personal healthcare services,surv_Overall,Mean,Antigua and Barbuda,ATG,2020,0.636783222178534
Outputs,Personal healthcare services,surv_Overall,Mean,Australia,AUS,2020,0.620308670833948
Outputs,Personal healthcare services,surv_Overall,Mean,Bahamas,BHS,2020,0.661779253102399
Outputs,Personal healthcare services,surv_Overall,Mean,Bangladesh,BGD,2020,0.133044989069972
Outputs,Personal healthcare services,surv_Overall,Mean,Barbados,BRB,2020,0.632169385001933
Outputs,Personal healthcare services,surv_Overall,Mean,Botswana,BWA,2020,0.248542899946491
Outputs,Personal healthcare services,surv_Overall,Mean,Belize,BLZ,2020,0.489589148370551
Outputs,Personal healthcare services,surv_Overall,Mean,Solomon Islands,SLB,2020,0.126379592476454
Outputs,Personal healthcare services,surv_Overall,Mean,Brunei Darussalam,BRN,2020,0.512539898370617
Outputs,Personal healthcare services,surv_Overall,Mean,Cameroon,CMR,2020,0.157309901986894
Outputs,Personal healthcare services,surv_Overall,Mean,Canada,CAN,2020,0.626295732058609
Outputs,Personal healthcare services,surv_Overall,Mean,Sri Lanka,LKA,2020,0.209146655603012
Outputs,Personal healthcare services,surv_Overall,Mean,Cyprus,CYP,2020,0.648949886378375
Outputs,Personal healthcare services,surv_Overall,Mean,Dominica,DMA,2020,0.553561408115423
Outputs,Personal healthcare services,surv_Overall,Mean,Fiji,FJI,2020,0.27542224532425
Outputs,Personal healthcare services,surv_Overall,Mean,Gabon,GAB,2020,0.331679983177056
Outputs,Personal healthcare services,surv_Overall,Mean,Gambia,GMB,2020,0.028414698445517
Outputs,Personal healthcare services,surv_Overall,Mean,Ghana,GHA,2020,0.158234303673758
Outputs,Personal healthcare services,surv_Overall,Mean,Kiribati,KIR,2020,0.154681280274397
Outputs,Personal healthcare services,surv_Overall,Mean,Grenada,GRD,2020,0.544976946832158
Outputs,Personal healthcare services,surv_Overall,Mean,Guyana,GUY,2020,0.59033002170657
Outputs,Personal healthcare services,surv_Overall,Mean,India,IND,2020,0.211326190417536
Outputs,Personal healthcare services,surv_Overall,Mean,Jamaica,JAM,2020,0.562418172018253
Outputs,Personal healthcare services,surv_Overall,Mean,Kenya,KEN,2020,0.186173533030096
Outputs,Personal healthcare services,surv_Overall,Mean,Lesotho,LSO,2020,0.105624409772562
Outputs,Personal healthcare services,surv_Overall,Mean,Malawi,MWI,2020,0.0506579611969953
Outputs,Personal healthcare services,surv_Overall,Mean,Malaysia,MYS,2020,0.461338268709157
Outputs,Personal healthcare services,surv_Overall,Mean,Maldives,MDV,2020,0.422713321921973
Outputs,Personal healthcare services,surv_Overall,Mean,Malta,MLT,2020,0.583557777206941
Outputs,Personal healthcare services,surv_Overall,Mean,Mauritius,MUS,2020,0.478889605140888
Outputs,Personal healthcare services,surv_Overall,Mean,Mozambique,MOZ,2020,0.0522625257538656
Outputs,Personal healthcare services,surv_Overall,Mean,Namibia,NAM,2020,0.28656714307179
Outputs,Personal healthcare services,surv_Overall,Mean,Nauru,NRU,2020,0.331951431772561
Outputs,Personal healthcare services,surv_Overall,Mean,Vanuatu,VUT,2020,0.116809815832558
Outputs,Personal healthcare services,surv_Overall,Mean,New Zealand,NZL,2020,0.636357958311801
Outputs,Personal healthcare services,surv_Overall,Mean,Nigeria,NGA,2020,0.187309554615596
Outputs,Personal healthcare services,surv_Overall,Mean,Pakistan,PAK,2020,0.180021641043533
Outputs,Personal healthcare services,surv_Overall,Mean,Papua New Guinea,PNG,2020,0.118572188469036
Outputs,Personal healthcare services,surv_Overall,Mean,Rwanda,RWA,2020,0.0502927165299927
Outputs,Personal healthcare services,surv_Overall,Mean,Saint Kitts and Nevis,KNA,2020,0.64558464576939
Outputs,Personal healthcare services,surv_Overall,Mean,Saint Lucia,LCA,2020,0.571647309944038
Outputs,Personal healthcare services,surv_Overall,Mean,Saint Vincent and the Grenadines,VCT,2020,0.528185204676811
Outputs,Personal healthcare services,surv_Overall,Mean,Seychelles,SYC,2020,0.524314731950131
Outputs,Personal healthcare services,surv_Overall,Mean,Sierra Leone,SLE,2020,0.0309086041065355
Outputs,Personal healthcare services,surv_Overall,Mean,Singapore,SGP,2020,0.515107633284925
Outputs,Personal healthcare services,surv_Overall,Mean,South Africa,ZAF,2020,0.276130551556454
Outputs,Personal healthcare services,surv_Overall,Mean,Eswatini,SWZ,2020,0.12676282809727
Outputs,Personal healthcare services,surv_Overall,Mean,Togo,TGO,2020,0.0349893038271346
Outputs,Personal healthcare services,surv_Overall,Mean,Tonga,TON,2020,0.226359392141801
Outputs,Personal healthcare services,surv_Overall,Mean,Trinidad and Tobago,TTO,2020,0.655599126783429
Outputs,Personal healthcare services,surv_Overall,Mean,Tuvalu,TUV,2020,0.233898357604879
Outputs,Personal healthcare services,surv_Overall,Mean,Uganda,UGA,2020,0.0530577521347861
Outputs,Personal healthcare services,surv_Overall,Mean,United Kingdom,GBR,2020,0.564604547116049
Outputs,Personal healthcare services,surv_Overall,Mean,Samoa,WSM,2020,0.226091142931008
Outputs,Personal healthcare services,surv_Overall,Mean,Zambia,ZMB,2020,0.215143844265207
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Antigua and Barbuda,ATG,2020,0.731034482758621
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Australia,AUS,2020,0.652906355125564
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Bahamas,BHS,2020,0.766884531590414
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Bangladesh,BGD,2020,0.271765338247716
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Barbados,BRB,2020,0.73444976076555
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Botswana,BWA,2020,0.50328227571116
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Belize,BLZ,2020,0.646586345381526
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Solomon Islands,SLB,2020,0.393564356435644
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Brunei Darussalam,BRN,2020,0.595
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Cameroon,CMR,2020,0.461790780141844
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Canada,CAN,2020,0.644539102923244
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Sri Lanka,LKA,2020,0.40620957309185
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Cyprus,CYP,2020,0.686496350364963
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Dominica,DMA,2020,0.67
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Fiji,FJI,2020,0.575921908893709
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Gabon,GAB,2020,0.535019455252918
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Gambia,GMB,2020,0.119675456389452
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Ghana,GHA,2020,0.295831548019832
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Kiribati,KIR,2020,0.404761904761905
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Grenada,GRD,2020,0.644329896907216
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Guyana,GUY,2020,0.66839378238342
Outputs,Personal healthcare services,surv_Overall,Upper Bound,India,IND,2020,0.386599051909277
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Jamaica,JAM,2020,0.638223004178579
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Kenya,KEN,2020,0.367742375656683
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Lesotho,LSO,2020,0.275624461670973
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Malawi,MWI,2020,0.167546807489198
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Malaysia,MYS,2020,0.516225014877306
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Maldives,MDV,2020,0.58703071672355
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Malta,MLT,2020,0.626553302812296
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Mauritius,MUS,2020,0.578625954198473
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Mozambique,MOZ,2020,0.180778918814183
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Namibia,NAM,2020,0.553624925104853
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Nauru,NRU,2020,0.75
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Vanuatu,VUT,2020,0.375
Outputs,Personal healthcare services,surv_Overall,Upper Bound,New Zealand,NZL,2020,0.67214222943284
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Nigeria,NGA,2020,0.366797649268004
Outputs,Personal healthcare services,surv_Overall,Upper Bound,Pakistan,PAK,2020,0.358238760898154
