Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
Service Delivery,Traditional Cancer Services,surv_Overall,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,surv_Overall,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,surv_Overall,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,surv_Overall,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,surv_Overall,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,surv_Overall,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,surv_Overall,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_Overall,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_1,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_2,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_3,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_4,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_5,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_6,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_7,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_8,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_9,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dxCases_10,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_0_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_1_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_2_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_3_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_4_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_5_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_6_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_7_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_8_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_9_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_10_stage_0,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,Australia,AUS,2020,0.627446479
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,Canada,CAN,2020,0.627577396
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,India,IND,2020,0.424643716
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,Jamaica,JAM,2020,0.578461762
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,Malaysia,MYS,2020,0.473054493
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,New Zealand,NZL,2020,0.644549133
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,Pakistan,PAK,2020,0.3992502
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,Singapore,SGP,2020,0.523562263
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,South Africa,ZAF,2020,0.487472446
Service Delivery,Traditional Cancer Services,dx_0_stage_1,Lower Bound,United Kingdom,GBR,2020,0.569717759
Service Delivery,Traditional Cancer Services,dx_1_stage_1,Lower Bound,Australia,AUS,2020,0.627446479
